email_id,rfq_id,vendor_id,direction,timestamp,from_email,to_email,subject,body_snippet,bid_amount_usd,delivery_days
EML-01198,RFQ-0074,V022,inbound,2024-03-17 14:25:00,stephen@andeanprecis.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0074 – Andean Precision SRL,"Dear Procurement Team, please find our quotation for RFQ-0074. Unit price: USD 127.89. Total: USD 31,844.61. Lead time: 20 days. Valid 30 days. We look forward to your favourable consideration.",31844.61,20.0
EML-01199,RFQ-0075,V017,outbound,2025-01-20 09:15:00,procurement@meridian-industrial.com,amy@türkmakinaaş.com,Request for Quotation – RFQ-0075 – Mechanical Parts,"Dear Amy, please find attached our RFQ RFQ-0075 for Mechanical Parts components. Bid deadline: 2025-02-03. Target delivery: 2025-02-25. Please confirm receipt.",,
EML-01200,RFQ-0075,V017,inbound,2025-02-03 15:19:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0075 – Türk Makina A.Ş.,"Dear Procurement Team, please find our quotation for RFQ-0075. Unit price: USD 198.66. Total: USD 17,084.76. Lead time: 24 days. Valid 30 days. We look forward to your favourable consideration.",17084.76,24.0
EML-01201,RFQ-0075,V004,outbound,2025-01-20 09:15:00,procurement@meridian-industrial.com,sandra@strömberghyd.com,Request for Quotation – RFQ-0075 – Mechanical Parts,"Dear Sandra, please find attached our RFQ RFQ-0075 for Mechanical Parts components. Bid deadline: 2025-02-03. Target delivery: 2025-03-03. Please confirm receipt.",,
EML-01202,RFQ-0075,V004,inbound,2025-01-22 12:02:00,sandra@strömberghyd.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0075,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-02-03. We are pleased to support Meridian's requirements.,,
EML-01203,RFQ-0075,V004,inbound,2025-01-31 15:48:00,sandra@strömberghyd.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0075 – Strömberg Hydraulics AB,"Dear Procurement Team, please find our quotation for RFQ-0075. Unit price: USD 213.12. Total: USD 18,328.32. Lead time: 55 days. Valid 30 days. We look forward to your favourable consideration.",18328.32,55.0
EML-01204,RFQ-0075,V022,outbound,2025-01-20 09:15:00,procurement@meridian-industrial.com,stephen@andeanprecis.com,Request for Quotation – RFQ-0075 – Mechanical Parts,"Dear Stephen, please find attached our RFQ RFQ-0075 for Mechanical Parts components. Bid deadline: 2025-02-03. Target delivery: 2025-03-05. Please confirm receipt.",,
EML-01205,RFQ-0075,V022,inbound,2025-01-22 11:55:00,stephen@andeanprecis.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0075,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-02-03. We are pleased to support Meridian's requirements.,,
EML-01206,RFQ-0075,V022,inbound,2025-01-31 12:57:00,stephen@andeanprecis.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0075 – Andean Precision SRL,"Dear Procurement Team, please find our quotation for RFQ-0075. Unit price: USD 202.55. Total: USD 17,419.30. Lead time: 27 days. Valid 30 days. We look forward to your favourable consideration.",17419.3,27.0
EML-01207,RFQ-0075,V007,outbound,2025-01-20 09:15:00,procurement@meridian-industrial.com,jessica@nakamuratool.com,Request for Quotation – RFQ-0075 – Mechanical Parts,"Dear Jessica, please find attached our RFQ RFQ-0075 for Mechanical Parts components. Bid deadline: 2025-02-03. Target delivery: 2025-03-05. Please confirm receipt.",,
EML-01208,RFQ-0075,V007,inbound,2025-01-22 13:05:00,jessica@nakamuratool.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0075,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-02-03. We are pleased to support Meridian's requirements.,,
EML-01209,RFQ-0075,V007,inbound,2025-02-03 12:06:00,jessica@nakamuratool.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0075 – Nakamura Tooling Co.,"Dear Procurement Team, please find our quotation for RFQ-0075. Unit price: USD 226.20. Total: USD 19,453.20. Lead time: 52 days. Valid 30 days. We look forward to your favourable consideration.",19453.2,52.0
EML-01210,RFQ-0075,V019,outbound,2025-01-20 09:15:00,procurement@meridian-industrial.com,daniel@emeraldislec.com,Request for Quotation – RFQ-0075 – Mechanical Parts,"Dear Daniel, please find attached our RFQ RFQ-0075 for Mechanical Parts components. Bid deadline: 2025-02-03. Target delivery: 2025-03-04. Please confirm receipt.",,
EML-01211,RFQ-0075,V009,outbound,2025-01-20 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhne.com,Request for Quotation – RFQ-0075 – Mechanical Parts,"Dear Nathan, please find attached our RFQ RFQ-0075 for Mechanical Parts components. Bid deadline: 2025-02-03. Target delivery: 2025-03-01. Please confirm receipt.",,
EML-01212,RFQ-0075,V009,inbound,2025-01-22 08:38:00,nathan@fischersöhne.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0075,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-02-03. We are pleased to support Meridian's requirements.,,
EML-01213,RFQ-0075,V009,inbound,2025-02-03 13:37:00,nathan@fischersöhne.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0075 – Fischer & Söhne KG,"Dear Procurement Team, please find our quotation for RFQ-0075. Unit price: USD 203.70. Total: USD 17,518.20. Lead time: 25 days. Valid 30 days. We look forward to your favourable consideration.",17518.2,25.0
EML-01214,RFQ-0075,V001,outbound,2025-01-20 09:15:00,procurement@meridian-industrial.com,allison@kovacsprecis.com,Request for Quotation – RFQ-0075 – Mechanical Parts,"Dear Allison, please find attached our RFQ RFQ-0075 for Mechanical Parts components. Bid deadline: 2025-02-03. Target delivery: 2025-03-02. Please confirm receipt.",,
EML-01215,RFQ-0075,V001,inbound,2025-02-03 14:42:00,allison@kovacsprecis.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0075 – Kovacs Precision GmbH,"Dear Procurement Team, please find our quotation for RFQ-0075. Unit price: USD 215.67. Total: USD 18,547.62. Lead time: 35 days. Valid 30 days. We look forward to your favourable consideration.",18547.62,35.0
EML-01216,RFQ-0075,V024,outbound,2025-01-20 09:15:00,procurement@meridian-industrial.com,tim@baltictechua.com,Request for Quotation – RFQ-0075 – Mechanical Parts,"Dear Tim, please find attached our RFQ RFQ-0075 for Mechanical Parts components. Bid deadline: 2025-02-03. Target delivery: 2025-02-23. Please confirm receipt.",,
EML-01217,RFQ-0076,V018,outbound,2024-10-26 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumec.com,Request for Quotation – RFQ-0076 – Electrical Components,"Dear Jennifer, please find attached our RFQ RFQ-0076 for Electrical Components components. Bid deadline: 2024-11-05. Target delivery: 2024-11-30. Please confirm receipt.",,
EML-01218,RFQ-0076,V018,inbound,2024-10-27 12:28:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0076,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-11-05. We are pleased to support Meridian's requirements.,,
EML-01219,RFQ-0076,V018,inbound,2024-11-05 16:41:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0076 – Guangzhou Mech & Elec Co.,"Dear Procurement Team, please find our quotation for RFQ-0076. Unit price: USD 413.13. Total: USD 151,205.58. Lead time: 45 days. Valid 30 days. We look forward to your favourable consideration.",151205.58,45.0
EML-01220,RFQ-0076,V011,outbound,2024-10-26 09:15:00,procurement@meridian-industrial.com,lisa@solarispower.com,Request for Quotation – RFQ-0076 – Electrical Components,"Dear Lisa, please find attached our RFQ RFQ-0076 for Electrical Components components. Bid deadline: 2024-11-05. Target delivery: 2024-12-01. Please confirm receipt.",,
EML-01221,RFQ-0076,V011,inbound,2024-11-04 13:53:00,lisa@solarispower.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0076 – Solaris Power Components,"Dear Procurement Team, please find our quotation for RFQ-0076. Unit price: USD 432.15. Total: USD 158,166.90. Lead time: 24 days. Valid 30 days. We look forward to your favourable consideration.",158166.9,24.0
EML-01222,RFQ-0076,V002,outbound,2024-10-26 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectr.com,Request for Quotation – RFQ-0076 – Electrical Components,"Dear Lance, please find attached our RFQ RFQ-0076 for Electrical Components components. Bid deadline: 2024-11-05. Target delivery: 2024-11-21. Please confirm receipt.",,
EML-01223,RFQ-0076,V002,inbound,2024-10-28 17:31:00,lance@tanakaelectr.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0076,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-11-05. We are pleased to support Meridian's requirements.,,
EML-01224,RFQ-0076,V002,inbound,2024-11-04 13:48:00,lance@tanakaelectr.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0076 – Tanaka Electrical KK,"Dear Procurement Team, please find our quotation for RFQ-0076. Unit price: USD 462.83. Total: USD 169,395.78. Lead time: 38 days. Valid 30 days. We look forward to your favourable consideration.",169395.78,38.0
EML-01225,RFQ-0076,V021,outbound,2024-10-26 09:15:00,procurement@meridian-industrial.com,terry@heliosmicros.com,Request for Quotation – RFQ-0076 – Electrical Components,"Dear Terry, please find attached our RFQ RFQ-0076 for Electrical Components components. Bid deadline: 2024-11-05. Target delivery: 2024-11-24. Please confirm receipt.",,
EML-01226,RFQ-0076,V021,inbound,2024-10-27 11:37:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0076,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-11-05. We are pleased to support Meridian's requirements.,,
EML-01227,RFQ-0076,V021,inbound,2024-11-03 17:44:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0076 – Helios Micro Systems,"Dear Procurement Team, please find our quotation for RFQ-0076. Unit price: USD 481.34. Total: USD 176,170.44. Lead time: 35 days. Valid 30 days. We look forward to your favourable consideration.",176170.44,35.0
EML-01228,RFQ-0076,V006,outbound,2024-10-26 09:15:00,procurement@meridian-industrial.com,andrew@brightsparke.com,Request for Quotation – RFQ-0076 – Electrical Components,"Dear Andrew, please find attached our RFQ RFQ-0076 for Electrical Components components. Bid deadline: 2024-11-05. Target delivery: 2024-11-21. Please confirm receipt.",,
EML-01229,RFQ-0076,V006,inbound,2024-10-28 12:09:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0076,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-11-05. We are pleased to support Meridian's requirements.,,
EML-01230,RFQ-0076,V006,inbound,2024-11-03 17:36:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0076 – Bright Spark Electronics Ltd,"Dear Procurement Team, please find our quotation for RFQ-0076. Unit price: USD 522.22. Total: USD 191,132.52. Lead time: 28 days. Valid 30 days. We look forward to your favourable consideration.",191132.52,28.0
EML-01231,RFQ-0076,V016,outbound,2024-10-26 09:15:00,procurement@meridian-industrial.com,james@precisionarc.com,Request for Quotation – RFQ-0076 – Electrical Components,"Dear James, please find attached our RFQ RFQ-0076 for Electrical Components components. Bid deadline: 2024-11-05. Target delivery: 2024-11-29. Please confirm receipt.",,
EML-01232,RFQ-0076,V013,outbound,2024-10-26 09:15:00,procurement@meridian-industrial.com,john@vantagesenso.com,Request for Quotation – RFQ-0076 – Electrical Components,"Dear John, please find attached our RFQ RFQ-0076 for Electrical Components components. Bid deadline: 2024-11-05. Target delivery: 2024-12-03. Please confirm receipt.",,
EML-01233,RFQ-0077,V016,outbound,2025-03-17 09:15:00,procurement@meridian-industrial.com,james@precisionarc.com,Request for Quotation – RFQ-0077 – Electrical Components,"Dear James, please find attached our RFQ RFQ-0077 for Electrical Components components. Bid deadline: 2025-03-31. Target delivery: 2025-04-20. Please confirm receipt.",,
EML-01234,RFQ-0077,V016,inbound,2025-03-19 11:01:00,james@precisionarc.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0077,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-31. We are pleased to support Meridian's requirements.,,
EML-01235,RFQ-0077,V016,inbound,2025-03-28 17:25:00,james@precisionarc.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0077 – Precision Arc Systems,"Dear Procurement Team, please find our quotation for RFQ-0077. Unit price: USD 658.60. Total: USD 128,427.00. Lead time: 43 days. Valid 30 days. We look forward to your favourable consideration.",128427.0,43.0
EML-01236,RFQ-0077,V006,outbound,2025-03-17 09:15:00,procurement@meridian-industrial.com,andrew@brightsparke.com,Request for Quotation – RFQ-0077 – Electrical Components,"Dear Andrew, please find attached our RFQ RFQ-0077 for Electrical Components components. Bid deadline: 2025-03-31. Target delivery: 2025-04-26. Please confirm receipt.",,
EML-01237,RFQ-0077,V011,outbound,2025-03-17 09:15:00,procurement@meridian-industrial.com,lisa@solarispower.com,Request for Quotation – RFQ-0077 – Electrical Components,"Dear Lisa, please find attached our RFQ RFQ-0077 for Electrical Components components. Bid deadline: 2025-03-31. Target delivery: 2025-04-25. Please confirm receipt.",,
EML-01238,RFQ-0077,V002,outbound,2025-03-17 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectr.com,Request for Quotation – RFQ-0077 – Electrical Components,"Dear Lance, please find attached our RFQ RFQ-0077 for Electrical Components components. Bid deadline: 2025-03-31. Target delivery: 2025-04-22. Please confirm receipt.",,
EML-01239,RFQ-0077,V018,outbound,2025-03-17 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumec.com,Request for Quotation – RFQ-0077 – Electrical Components,"Dear Jennifer, please find attached our RFQ RFQ-0077 for Electrical Components components. Bid deadline: 2025-03-31. Target delivery: 2025-04-25. Please confirm receipt.",,
EML-01240,RFQ-0077,V018,inbound,2025-03-30 11:50:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0077 – Guangzhou Mech & Elec Co.,"Dear Procurement Team, please find our quotation for RFQ-0077. Unit price: USD 584.26. Total: USD 113,930.70. Lead time: 54 days. Valid 30 days. We look forward to your favourable consideration.",113930.7,54.0
EML-01241,RFQ-0077,V013,outbound,2025-03-17 09:15:00,procurement@meridian-industrial.com,john@vantagesenso.com,Request for Quotation – RFQ-0077 – Electrical Components,"Dear John, please find attached our RFQ RFQ-0077 for Electrical Components components. Bid deadline: 2025-03-31. Target delivery: 2025-04-18. Please confirm receipt.",,
EML-01242,RFQ-0077,V013,inbound,2025-03-19 16:20:00,john@vantagesenso.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0077,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-31. We are pleased to support Meridian's requirements.,,
EML-01243,RFQ-0077,V013,inbound,2025-03-31 11:29:00,john@vantagesenso.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0077 – Vantage Sensors GmbH,"Dear Procurement Team, please find our quotation for RFQ-0077. Unit price: USD 675.97. Total: USD 131,814.15. Lead time: 45 days. Valid 30 days. We look forward to your favourable consideration.",131814.15,45.0
EML-01244,RFQ-0077,V021,outbound,2025-03-17 09:15:00,procurement@meridian-industrial.com,terry@heliosmicros.com,Request for Quotation – RFQ-0077 – Electrical Components,"Dear Terry, please find attached our RFQ RFQ-0077 for Electrical Components components. Bid deadline: 2025-03-31. Target delivery: 2025-04-15. Please confirm receipt.",,
EML-01245,RFQ-0077,V021,inbound,2025-03-19 15:37:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0077,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-31. We are pleased to support Meridian's requirements.,,
EML-01246,RFQ-0077,V021,inbound,2025-03-28 15:55:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0077 – Helios Micro Systems,"Dear Procurement Team, please find our quotation for RFQ-0077. Unit price: USD 696.57. Total: USD 135,831.15. Lead time: 32 days. Valid 30 days. We look forward to your favourable consideration.",135831.15,32.0
EML-01247,RFQ-0078,V018,outbound,2024-08-04 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumec.com,Request for Quotation – RFQ-0078 – Electrical Components,"Dear Jennifer, please find attached our RFQ RFQ-0078 for Electrical Components components. Bid deadline: 2024-08-14. Target delivery: 2024-09-01. Please confirm receipt.",,
EML-01248,RFQ-0078,V018,inbound,2024-08-13 14:09:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0078 – Guangzhou Mech & Elec Co.,"Dear Procurement Team, please find our quotation for RFQ-0078. Unit price: USD 431.58. Total: USD 85,021.26. Lead time: 42 days. Valid 30 days. We look forward to your favourable consideration.",85021.26,42.0
EML-01249,RFQ-0078,V011,outbound,2024-08-04 09:15:00,procurement@meridian-industrial.com,lisa@solarispower.com,Request for Quotation – RFQ-0078 – Electrical Components,"Dear Lisa, please find attached our RFQ RFQ-0078 for Electrical Components components. Bid deadline: 2024-08-14. Target delivery: 2024-09-07. Please confirm receipt.",,
EML-01250,RFQ-0078,V002,outbound,2024-08-04 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectr.com,Request for Quotation – RFQ-0078 – Electrical Components,"Dear Lance, please find attached our RFQ RFQ-0078 for Electrical Components components. Bid deadline: 2024-08-14. Target delivery: 2024-08-29. Please confirm receipt.",,
EML-01251,RFQ-0078,V021,outbound,2024-08-04 09:15:00,procurement@meridian-industrial.com,terry@heliosmicros.com,Request for Quotation – RFQ-0078 – Electrical Components,"Dear Terry, please find attached our RFQ RFQ-0078 for Electrical Components components. Bid deadline: 2024-08-14. Target delivery: 2024-09-08. Please confirm receipt.",,
EML-01252,RFQ-0078,V013,outbound,2024-08-04 09:15:00,procurement@meridian-industrial.com,john@vantagesenso.com,Request for Quotation – RFQ-0078 – Electrical Components,"Dear John, please find attached our RFQ RFQ-0078 for Electrical Components components. Bid deadline: 2024-08-14. Target delivery: 2024-08-30. Please confirm receipt.",,
EML-01253,RFQ-0078,V013,inbound,2024-08-06 10:46:00,john@vantagesenso.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0078,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-08-14. We are pleased to support Meridian's requirements.,,
EML-01254,RFQ-0078,V013,inbound,2024-08-13 15:46:00,john@vantagesenso.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0078 – Vantage Sensors GmbH,"Dear Procurement Team, please find our quotation for RFQ-0078. Unit price: USD 482.53. Total: USD 95,058.41. Lead time: 51 days. Valid 30 days. We look forward to your favourable consideration.",95058.41,51.0
EML-01255,RFQ-0078,V006,outbound,2024-08-04 09:15:00,procurement@meridian-industrial.com,andrew@brightsparke.com,Request for Quotation – RFQ-0078 – Electrical Components,"Dear Andrew, please find attached our RFQ RFQ-0078 for Electrical Components components. Bid deadline: 2024-08-14. Target delivery: 2024-08-30. Please confirm receipt.",,
EML-01256,RFQ-0078,V006,inbound,2024-08-06 17:44:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0078,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-08-14. We are pleased to support Meridian's requirements.,,
EML-01257,RFQ-0078,V006,inbound,2024-08-11 13:11:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0078 – Bright Spark Electronics Ltd,"Dear Procurement Team, please find our quotation for RFQ-0078. Unit price: USD 458.33. Total: USD 90,291.01. Lead time: 29 days. Valid 30 days. We look forward to your favourable consideration.",90291.01,29.0
EML-01258,RFQ-0078,V016,outbound,2024-08-04 09:15:00,procurement@meridian-industrial.com,james@precisionarc.com,Request for Quotation – RFQ-0078 – Electrical Components,"Dear James, please find attached our RFQ RFQ-0078 for Electrical Components components. Bid deadline: 2024-08-14. Target delivery: 2024-09-05. Please confirm receipt.",,
EML-01259,RFQ-0079,V008,outbound,2024-07-27 09:15:00,procurement@meridian-industrial.com,zachary@deltacomposi.com,Request for Quotation – RFQ-0079 – Raw Materials,"Dear Zachary, please find attached our RFQ RFQ-0079 for Raw Materials components. Bid deadline: 2024-08-07. Target delivery: 2024-08-29. Please confirm receipt.",,
EML-01260,RFQ-0079,V008,inbound,2024-07-28 16:03:00,zachary@deltacomposi.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0079,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-08-07. We are pleased to support Meridian's requirements.,,
EML-01261,RFQ-0079,V008,inbound,2024-08-05 08:51:00,zachary@deltacomposi.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0079 – Delta Composites Inc.,"Dear Procurement Team, please find our quotation for RFQ-0079. Unit price: USD 317.41. Total: USD 45,389.63. Lead time: 29 days. Valid 30 days. We look forward to your favourable consideration.",45389.63,29.0
EML-01262,RFQ-0079,V023,outbound,2024-07-27 09:15:00,procurement@meridian-industrial.com,rebecca@saharaindust.com,Request for Quotation – RFQ-0079 – Raw Materials,"Dear Rebecca, please find attached our RFQ RFQ-0079 for Raw Materials components. Bid deadline: 2024-08-07. Target delivery: 2024-09-01. Please confirm receipt.",,
EML-01263,RFQ-0079,V012,outbound,2024-07-27 09:15:00,procurement@meridian-industrial.com,alex@indracopperw.com,Request for Quotation – RFQ-0079 – Raw Materials,"Dear Alex, please find attached our RFQ RFQ-0079 for Raw Materials components. Bid deadline: 2024-08-07. Target delivery: 2024-08-26. Please confirm receipt.",,
EML-01264,RFQ-0079,V012,inbound,2024-07-29 10:34:00,alex@indracopperw.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0079,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-08-07. We are pleased to support Meridian's requirements.,,
EML-01265,RFQ-0079,V012,inbound,2024-08-06 15:45:00,alex@indracopperw.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0079 – Indra Copper Works,"Dear Procurement Team, please find our quotation for RFQ-0079. Unit price: USD 351.68. Total: USD 50,290.24. Lead time: 21 days. Valid 30 days. We look forward to your favourable consideration.",50290.24,21.0
EML-01266,RFQ-0079,V005,outbound,2024-07-27 09:15:00,procurement@meridian-industrial.com,henry@cerronegrome.com,Request for Quotation – RFQ-0079 – Raw Materials,"Dear Henry, please find attached our RFQ RFQ-0079 for Raw Materials components. Bid deadline: 2024-08-07. Target delivery: 2024-08-26. Please confirm receipt.",,
EML-01267,RFQ-0079,V014,outbound,2024-07-27 09:15:00,procurement@meridian-industrial.com,amy@coastalalloy.com,Request for Quotation – RFQ-0079 – Raw Materials,"Dear Amy, please find attached our RFQ RFQ-0079 for Raw Materials components. Bid deadline: 2024-08-07. Target delivery: 2024-09-04. Please confirm receipt.",,
EML-01268,RFQ-0079,V014,inbound,2024-07-28 16:56:00,amy@coastalalloy.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0079,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-08-07. We are pleased to support Meridian's requirements.,,
EML-01269,RFQ-0079,V014,inbound,2024-08-07 10:57:00,amy@coastalalloy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0079 – Coastal Alloys Pty Ltd,"Dear Procurement Team, please find our quotation for RFQ-0079. Unit price: USD 345.79. Total: USD 49,447.97. Lead time: 43 days. Valid 30 days. We look forward to your favourable consideration.",49447.97,43.0
EML-01270,RFQ-0079,V015,outbound,2024-07-27 09:15:00,procurement@meridian-industrial.com,shannon@nordicsteela.com,Request for Quotation – RFQ-0079 – Raw Materials,"Dear Shannon, please find attached our RFQ RFQ-0079 for Raw Materials components. Bid deadline: 2024-08-07. Target delivery: 2024-08-27. Please confirm receipt.",,
EML-01271,RFQ-0079,V015,inbound,2024-07-29 15:59:00,shannon@nordicsteela.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0079,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-08-07. We are pleased to support Meridian's requirements.,,
EML-01272,RFQ-0079,V015,inbound,2024-08-04 11:52:00,shannon@nordicsteela.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0079 – Nordic Steel AS,"Dear Procurement Team, please find our quotation for RFQ-0079. Unit price: USD 349.08. Total: USD 49,918.44. Lead time: 19 days. Valid 30 days. We look forward to your favourable consideration.",49918.44,19.0
EML-01273,RFQ-0079,V003,outbound,2024-07-27 09:15:00,procurement@meridian-industrial.com,gabrielle@patelalloysp.com,Request for Quotation – RFQ-0079 – Raw Materials,"Dear Gabrielle, please find attached our RFQ RFQ-0079 for Raw Materials components. Bid deadline: 2024-08-07. Target delivery: 2024-09-02. Please confirm receipt.",,
EML-01274,RFQ-0079,V003,inbound,2024-07-28 15:51:00,gabrielle@patelalloysp.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0079,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-08-07. We are pleased to support Meridian's requirements.,,
EML-01275,RFQ-0079,V003,inbound,2024-08-07 16:33:00,gabrielle@patelalloysp.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0079 – Patel Alloys Pvt Ltd,"Dear Procurement Team, please find our quotation for RFQ-0079. Unit price: USD 358.37. Total: USD 51,246.91. Lead time: 54 days. Valid 30 days. We look forward to your favourable consideration.",51246.91,54.0
EML-01276,RFQ-0079,V020,outbound,2024-07-27 09:15:00,procurement@meridian-industrial.com,brandy@rajasthanrar.com,Request for Quotation – RFQ-0079 – Raw Materials,"Dear Brandy, please find attached our RFQ RFQ-0079 for Raw Materials components. Bid deadline: 2024-08-07. Target delivery: 2024-08-27. Please confirm receipt.",,
EML-01277,RFQ-0079,V020,inbound,2024-07-28 15:48:00,brandy@rajasthanrar.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0079,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-08-07. We are pleased to support Meridian's requirements.,,
EML-01278,RFQ-0079,V020,inbound,2024-08-06 09:20:00,brandy@rajasthanrar.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0079 – Rajasthan Rare Earths Ltd,"Dear Procurement Team, please find our quotation for RFQ-0079. Unit price: USD 355.98. Total: USD 50,905.14. Lead time: 41 days. Valid 30 days. We look forward to your favourable consideration.",50905.14,41.0
EML-01279,RFQ-0080,V010,outbound,2025-02-03 09:15:00,procurement@meridian-industrial.com,timothy@adriaticfast.com,Request for Quotation – RFQ-0080 – Mechanical Parts,"Dear Timothy, please find attached our RFQ RFQ-0080 for Mechanical Parts components. Bid deadline: 2025-02-20. Target delivery: 2025-03-11. Please confirm receipt.",,
EML-01280,RFQ-0080,V010,inbound,2025-02-04 16:01:00,timothy@adriaticfast.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0080,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-02-20. We are pleased to support Meridian's requirements.,,
EML-01281,RFQ-0080,V010,inbound,2025-02-20 14:47:00,timothy@adriaticfast.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0080 – Adriatic Fastenings d.o.o.,"Dear Procurement Team, please find our quotation for RFQ-0080. Unit price: USD 127.45. Total: USD 49,068.25. Lead time: 53 days. Valid 30 days. We look forward to your favourable consideration.",49068.25,53.0
EML-01282,RFQ-0080,V022,outbound,2025-02-03 09:15:00,procurement@meridian-industrial.com,stephen@andeanprecis.com,Request for Quotation – RFQ-0080 – Mechanical Parts,"Dear Stephen, please find attached our RFQ RFQ-0080 for Mechanical Parts components. Bid deadline: 2025-02-20. Target delivery: 2025-03-11. Please confirm receipt.",,
EML-01283,RFQ-0080,V022,inbound,2025-02-04 11:06:00,stephen@andeanprecis.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0080,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-02-20. We are pleased to support Meridian's requirements.,,
