so_line_id,sales_order_id,line_no,material_code,description,category,quantity,unit,unit_price_usd,line_value_usd
SO-2024-0104-L04,SO-2024-0104,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,8,m,23.63,189.04
SO-2024-0105-L01,SO-2024-0105,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,27,pcs,234.52,6332.04
SO-2024-0105-L02,SO-2024-0105,2,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,16,kg,3.86,61.76
SO-2024-0105-L03,SO-2024-0105,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,82,m,19.75,1619.5
SO-2024-0105-L04,SO-2024-0105,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,72,pcs,17.82,1283.04
SO-2024-0105-L05,SO-2024-0105,5,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,47,pcs,413.43,19431.21
SO-2024-0105-L06,SO-2024-0105,6,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,30,kg,4.49,134.7
SO-2024-0106-L01,SO-2024-0106,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,80,pcs,408.19,32655.2
SO-2024-0106-L02,SO-2024-0106,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,23,pcs,38.84,893.32
SO-2024-0107-L01,SO-2024-0107,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,22,pcs,129.16,2841.52
SO-2024-0107-L02,SO-2024-0107,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,98,pcs,178.2,17463.6
SO-2024-0107-L03,SO-2024-0107,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,106,pcs,1841.78,195228.68
SO-2024-0107-L04,SO-2024-0107,4,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,67,kg,4.24,284.08
SO-2024-0107-L05,SO-2024-0107,5,RAW-4403,Copper Busbar 40×4mm,Raw Materials,27,m,23.66,638.82
SO-2024-0108-L01,SO-2024-0108,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,53,MT,717.61,38033.33
SO-2024-0108-L02,SO-2024-0108,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,93,pcs,105.31,9793.83
SO-2024-0108-L03,SO-2024-0108,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,27,pcs,38.2,1031.4
SO-2024-0109-L01,SO-2024-0109,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,83,pcs,102.73,8526.59
SO-2024-0109-L02,SO-2024-0109,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,77,pcs,1681.23,129454.71
SO-2024-0109-L03,SO-2024-0109,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,68,m,19.13,1300.84
SO-2024-0110-L01,SO-2024-0110,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,90,MT,747.52,67276.8
SO-2024-0110-L02,SO-2024-0110,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,118,pcs,156.75,18496.5
SO-2024-0110-L03,SO-2024-0110,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,6,kg,3.14,18.84
SO-2024-0111-L01,SO-2024-0111,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,11,kg,3.25,35.75
SO-2024-0111-L02,SO-2024-0111,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,98,pcs,396.79,38885.42
SO-2024-0112-L01,SO-2024-0112,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,105,pcs,409.12,42957.6
SO-2024-0112-L02,SO-2024-0112,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,88,pcs,108.47,9545.36
SO-2024-0112-L03,SO-2024-0112,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,33,pcs,150.69,4972.77
SO-2024-0112-L04,SO-2024-0112,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,14,pcs,20.39,285.46
SO-2024-0113-L01,SO-2024-0113,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,26,pcs,176.08,4578.08
SO-2024-0113-L02,SO-2024-0113,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,25,pcs,1869.6,46740.0
SO-2024-0114-L01,SO-2024-0114,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,82,pcs,126.14,10343.48
SO-2024-0114-L02,SO-2024-0114,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,25,pcs,14.43,360.75
SO-2024-0114-L03,SO-2024-0114,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,47,kg,3.08,144.76
SO-2024-0114-L04,SO-2024-0114,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,29,pcs,396.37,11494.73
SO-2024-0114-L05,SO-2024-0114,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,75,pcs,107.5,8062.5
SO-2024-0114-L06,SO-2024-0114,6,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,98,pcs,35.56,3484.88
SO-2024-0115-L01,SO-2024-0115,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,75,pcs,110.68,8301.0
SO-2024-0115-L02,SO-2024-0115,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,24,pcs,96.91,2325.84
SO-2024-0116-L01,SO-2024-0116,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,26,pcs,167.34,4350.84
SO-2024-0116-L02,SO-2024-0116,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,15,pcs,398.94,5984.1
SO-2024-0116-L03,SO-2024-0116,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,19,pcs,225.42,4282.98
SO-2024-0117-L01,SO-2024-0117,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,54,MT,706.64,38158.56
SO-2024-0117-L02,SO-2024-0117,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,118,pcs,370.52,43721.36
SO-2024-0118-L01,SO-2024-0118,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,24,kg,4.4,105.6
SO-2024-0118-L02,SO-2024-0118,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,90,pcs,214.84,19335.6
SO-2024-0118-L03,SO-2024-0118,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,90,m,14.06,1265.4
SO-2024-0118-L04,SO-2024-0118,4,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,74,pcs,109.49,8102.26
SO-2024-0118-L05,SO-2024-0118,5,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,101,pcs,403.59,40762.59
SO-2024-0119-L01,SO-2024-0119,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,65,pcs,363.91,23654.15
SO-2024-0119-L02,SO-2024-0119,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,55,MT,771.25,42418.75
SO-2024-0119-L03,SO-2024-0119,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,96,pcs,14.28,1370.88
SO-2024-0119-L04,SO-2024-0119,4,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,78,pcs,126.52,9868.56
SO-2024-0119-L05,SO-2024-0119,5,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,107,pcs,238.57,25526.99
SO-2024-0120-L01,SO-2024-0120,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,29,pcs,29.77,863.33
SO-2024-0120-L02,SO-2024-0120,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,59,pcs,213.92,12621.28
SO-2024-0120-L03,SO-2024-0120,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,92,m,21.48,1976.16
SO-2024-0121-L01,SO-2024-0121,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,16,m,14.33,229.28
SO-2024-0121-L02,SO-2024-0121,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,55,kg,3.4,187.0
SO-2024-0121-L03,SO-2024-0121,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,114,m,20.21,2303.94
SO-2024-0121-L04,SO-2024-0121,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,63,pcs,177.1,11157.3
SO-2024-0122-L01,SO-2024-0122,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,80,pcs,165.39,13231.2
SO-2024-0122-L02,SO-2024-0122,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,17,pcs,112.97,1920.49
SO-2024-0122-L03,SO-2024-0122,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,77,pcs,38.91,2996.07
SO-2024-0122-L04,SO-2024-0122,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,105,m,20.29,2130.45
SO-2024-0122-L05,SO-2024-0122,5,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,73,pcs,125.8,9183.4
SO-2024-0123-L01,SO-2024-0123,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,23,pcs,116.64,2682.72
SO-2024-0123-L02,SO-2024-0123,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,92,pcs,19.55,1798.6
SO-2024-0123-L03,SO-2024-0123,3,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,9,pcs,395.83,3562.47
SO-2024-0123-L04,SO-2024-0123,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,117,pcs,32.64,3818.88
SO-2024-0123-L05,SO-2024-0123,5,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,35,kg,3.28,114.8
SO-2024-0123-L06,SO-2024-0123,6,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,65,pcs,112.86,7335.9
SO-2024-0124-L01,SO-2024-0124,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,92,kg,3.36,309.12
SO-2024-0124-L02,SO-2024-0124,2,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,116,kg,4.05,469.8
SO-2024-0124-L03,SO-2024-0124,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,43,pcs,21.79,936.97
SO-2024-0124-L04,SO-2024-0124,4,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,61,kg,3.6,219.6
SO-2024-0125-L01,SO-2024-0125,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,99,pcs,17.88,1770.12
SO-2024-0125-L02,SO-2024-0125,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,71,pcs,253.36,17988.56
SO-2024-0125-L03,SO-2024-0125,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,110,pcs,89.52,9847.2
SO-2024-0126-L01,SO-2024-0126,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,27,pcs,30.7,828.9
SO-2024-0126-L02,SO-2024-0126,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,111,m,19.61,2176.71
SO-2024-0126-L03,SO-2024-0126,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,12,pcs,359.96,4319.52
SO-2024-0126-L04,SO-2024-0126,4,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,63,pcs,96.77,6096.51
SO-2024-0126-L05,SO-2024-0126,5,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,51,pcs,408.19,20817.69
SO-2024-0127-L01,SO-2024-0127,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,52,MT,733.99,38167.48
SO-2024-0127-L02,SO-2024-0127,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,62,pcs,151.22,9375.64
SO-2024-0127-L03,SO-2024-0127,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,116,m,14.85,1722.6
SO-2024-0127-L04,SO-2024-0127,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,75,pcs,393.99,29549.25
SO-2024-0127-L05,SO-2024-0127,5,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,25,pcs,251.88,6297.0
SO-2024-0128-L01,SO-2024-0128,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,114,pcs,402.89,45929.46
SO-2024-0128-L02,SO-2024-0128,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,32,pcs,111.14,3556.48
SO-2024-0128-L03,SO-2024-0128,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,87,m,13.35,1161.45
SO-2024-0128-L04,SO-2024-0128,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,31,pcs,31.77,984.87
SO-2024-0129-L01,SO-2024-0129,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,107,m,12.05,1289.35
SO-2024-0129-L02,SO-2024-0129,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,37,pcs,36.52,1351.24
SO-2024-0129-L03,SO-2024-0129,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,44,MT,754.15,33182.6
SO-2024-0129-L04,SO-2024-0129,4,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,95,kg,4.51,428.45
SO-2024-0129-L05,SO-2024-0129,5,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,59,pcs,126.34,7454.06
SO-2024-0130-L01,SO-2024-0130,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,79,MT,699.21,55237.59
SO-2024-0130-L02,SO-2024-0130,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,70,pcs,419.95,29396.5
SO-2024-0130-L03,SO-2024-0130,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,112,pcs,124.38,13930.56
SO-2024-0130-L04,SO-2024-0130,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,76,pcs,105.48,8016.48
SO-2024-0131-L01,SO-2024-0131,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,115,pcs,154.69,17789.35
SO-2024-0131-L02,SO-2024-0131,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,88,pcs,1863.33,163973.04
SO-2024-0131-L03,SO-2024-0131,3,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,119,kg,4.24,504.56
SO-2024-0131-L04,SO-2024-0131,4,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,29,MT,703.49,20401.21
SO-2024-0131-L05,SO-2024-0131,5,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,102,kg,4.06,414.12
SO-2024-0132-L01,SO-2024-0132,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,88,MT,734.76,64658.88
SO-2024-0132-L02,SO-2024-0132,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,42,pcs,31.63,1328.46
SO-2024-0132-L03,SO-2024-0132,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,58,kg,3.26,189.08
SO-2024-0132-L04,SO-2024-0132,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,99,pcs,381.41,37759.59
SO-2024-0133-L01,SO-2024-0133,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,73,kg,3.47,253.31
SO-2024-0133-L02,SO-2024-0133,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,65,m,17.44,1133.6
SO-2024-0133-L03,SO-2024-0133,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,90,pcs,227.92,20512.8
SO-2024-0133-L04,SO-2024-0133,4,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,43,MT,766.09,32941.87
SO-2024-0134-L01,SO-2024-0134,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,99,pcs,16.07,1590.93
SO-2024-0134-L02,SO-2024-0134,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,108,pcs,35.83,3869.64
SO-2024-0135-L01,SO-2024-0135,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,33,pcs,247.21,8157.93
SO-2024-0135-L02,SO-2024-0135,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,44,pcs,1776.14,78150.16
SO-2024-0136-L01,SO-2024-0136,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,79,kg,4.44,350.76
SO-2024-0136-L02,SO-2024-0136,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,84,pcs,147.49,12389.16
SO-2024-0136-L03,SO-2024-0136,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,118,pcs,15.56,1836.08
SO-2024-0136-L04,SO-2024-0136,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,20,pcs,414.7,8294.0
SO-2024-0136-L05,SO-2024-0136,5,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,53,MT,737.69,39097.57
SO-2024-0137-L01,SO-2024-0137,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,77,pcs,254.64,19607.28
SO-2024-0137-L02,SO-2024-0137,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,63,pcs,1692.97,106657.11
SO-2024-0137-L03,SO-2024-0137,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,115,pcs,107.32,12341.8
SO-2024-0138-L01,SO-2024-0138,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,40,MT,708.84,28353.6
SO-2024-0138-L02,SO-2024-0138,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,104,pcs,386.74,40220.96
SO-2024-0138-L03,SO-2024-0138,3,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,102,kg,3.97,404.94
SO-2024-0138-L04,SO-2024-0138,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,105,pcs,20.11,2111.55
SO-2024-0139-L01,SO-2024-0139,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,73,pcs,93.38,6816.74
SO-2024-0139-L02,SO-2024-0139,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,52,pcs,21.6,1123.2
SO-2024-0139-L03,SO-2024-0139,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,119,m,13.93,1657.67
SO-2024-0139-L04,SO-2024-0139,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,111,pcs,401.24,44537.64
SO-2024-0139-L05,SO-2024-0139,5,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,7,kg,3.51,24.57
SO-2024-0140-L01,SO-2024-0140,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,80,pcs,32.29,2583.2
SO-2024-0140-L02,SO-2024-0140,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,13,pcs,173.83,2259.79
SO-2024-0140-L03,SO-2024-0140,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,43,pcs,113.61,4885.23
SO-2024-0140-L04,SO-2024-0140,4,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,63,pcs,398.23,25088.49
SO-2024-0141-L01,SO-2024-0141,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,26,m,17.69,459.94
SO-2024-0141-L02,SO-2024-0141,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,108,pcs,17.23,1860.84
SO-2024-0141-L03,SO-2024-0141,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,34,pcs,1717.3,58388.2
SO-2024-0141-L04,SO-2024-0141,4,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,21,pcs,220.56,4631.76
SO-2024-0142-L01,SO-2024-0142,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,53,kg,3.69,195.57
SO-2024-0142-L02,SO-2024-0142,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,37,MT,759.41,28098.17
SO-2024-0142-L03,SO-2024-0142,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,84,m,18.39,1544.76
SO-2024-0142-L04,SO-2024-0142,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,11,pcs,406.48,4471.28
SO-2024-0143-L01,SO-2024-0143,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,65,pcs,19.61,1274.65
SO-2024-0143-L02,SO-2024-0143,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,31,pcs,106.77,3309.87
SO-2024-0143-L03,SO-2024-0143,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,85,pcs,145.33,12353.05
SO-2024-0143-L04,SO-2024-0143,4,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,58,pcs,392.93,22789.94
SO-2024-0143-L05,SO-2024-0143,5,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,89,kg,4.03,358.67
SO-2024-0144-L01,SO-2024-0144,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,84,pcs,349.42,29351.28
SO-2024-0144-L02,SO-2024-0144,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,19,kg,3.61,68.59
SO-2024-0145-L01,SO-2024-0145,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,10,pcs,237.41,2374.1
SO-2024-0145-L02,SO-2024-0145,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,31,pcs,1856.46,57550.26
SO-2024-0145-L03,SO-2024-0145,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,66,kg,3.2,211.2
SO-2024-0145-L04,SO-2024-0145,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,5,pcs,88.34,441.7
SO-2024-0145-L05,SO-2024-0145,5,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,16,kg,4.65,74.4
SO-2024-0145-L06,SO-2024-0145,6,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,111,pcs,36.04,4000.44
SO-2024-0146-L01,SO-2024-0146,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,17,kg,3.71,63.07
SO-2024-0146-L02,SO-2024-0146,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,87,m,13.39,1164.93
SO-2024-0147-L01,SO-2024-0147,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,51,kg,4.68,238.68
SO-2024-0147-L02,SO-2024-0147,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,45,pcs,397.04,17866.8
SO-2024-0147-L03,SO-2024-0147,3,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,19,kg,3.35,63.65
SO-2024-0148-L01,SO-2024-0148,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,117,pcs,1869.92,218780.64
SO-2024-0148-L02,SO-2024-0148,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,52,pcs,20.52,1067.04
SO-2024-0148-L03,SO-2024-0148,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,28,pcs,98.98,2771.44
SO-2024-0148-L04,SO-2024-0148,4,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,56,kg,4.74,265.44
SO-2024-0149-L01,SO-2024-0149,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,94,MT,755.38,71005.72
SO-2024-0149-L02,SO-2024-0149,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,113,m,19.28,2178.64
SO-2024-0149-L03,SO-2024-0149,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,58,pcs,40.76,2364.08
SO-2024-0149-L04,SO-2024-0149,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,66,pcs,173.08,11423.28
SO-2024-0149-L05,SO-2024-0149,5,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,91,kg,4.28,389.48
SO-2024-0150-L01,SO-2024-0150,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,118,pcs,17.29,2040.22
SO-2024-0150-L02,SO-2024-0150,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,10,m,12.38,123.8
SO-2024-0150-L03,SO-2024-0150,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,88,pcs,156.0,13728.0
SO-2024-0151-L01,SO-2024-0151,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,84,pcs,347.62,29200.08
SO-2024-0151-L02,SO-2024-0151,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,89,m,16.36,1456.04
SO-2024-0151-L03,SO-2024-0151,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,66,kg,3.21,211.86
SO-2024-0151-L04,SO-2024-0151,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,91,m,23.13,2104.83
SO-2024-0152-L01,SO-2024-0152,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,69,MT,766.4,52881.6
SO-2024-0152-L02,SO-2024-0152,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,114,pcs,34.94,3983.16
SO-2024-0153-L01,SO-2024-0153,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,69,pcs,1716.81,118459.89
SO-2024-0153-L02,SO-2024-0153,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,87,kg,3.81,331.47
SO-2024-0153-L03,SO-2024-0153,3,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,109,pcs,389.4,42444.6
SO-2024-0154-L01,SO-2024-0154,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,62,kg,4.15,257.3
SO-2024-0154-L02,SO-2024-0154,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,68,pcs,19.96,1357.28
SO-2024-0155-L01,SO-2024-0155,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,118,pcs,380.67,44919.06
SO-2024-0155-L02,SO-2024-0155,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,31,pcs,406.18,12591.58
SO-2024-0155-L03,SO-2024-0155,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,63,pcs,178.26,11230.38
SO-2024-0155-L04,SO-2024-0155,4,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,51,pcs,123.89,6318.39
SO-2024-0155-L05,SO-2024-0155,5,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,109,kg,3.1,337.9
SO-2024-0155-L06,SO-2024-0155,6,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,63,kg,3.73,234.99
SO-2024-0156-L01,SO-2024-0156,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,5,pcs,156.95,784.75
SO-2024-0156-L02,SO-2024-0156,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,111,m,15.8,1753.8
SO-2024-0156-L03,SO-2024-0156,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,107,m,20.34,2176.38
SO-2024-0156-L04,SO-2024-0156,4,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,71,MT,723.65,51379.15
SO-2024-0156-L05,SO-2024-0156,5,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,18,pcs,212.29,3821.22
SO-2024-0157-L01,SO-2024-0157,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,30,kg,3.5,105.0
SO-2024-0157-L02,SO-2024-0157,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,114,pcs,108.75,12397.5
SO-2024-0158-L01,SO-2024-0158,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,10,m,25.41,254.1
SO-2024-0158-L02,SO-2024-0158,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,112,pcs,106.15,11888.8
