snapshot_id,vendor_id,vendor_name,month,month_index,relationship_arc,price_index,on_time_delivery_rate,response_rate,quality_score,n_rfqs_invited,n_rfqs_responded,n_bids_submitted,n_pos_won,win_rate_6mo,capacity_utilization,defect_rate_ppm,payment_pct_on_time,payment_avg_days_late
VP-V024-202503,V024,BalticTech UAB,2025-03-01,14,new_proving,0.975,1.0,0.907,7.99,4,4,4,3,0.438,66.1,479.0,0.667,0.7
VP-V001-202504,V001,Kovacs Precision GmbH,2025-04-01,15,declining,0.978,0.88,0.773,8.92,1,0,0,0,0.733,70.5,156.0,,
VP-V002-202504,V002,Tanaka Electrical KK,2025-04-01,15,stable,1.028,0.875,0.836,9.08,9,8,8,8,0.804,86.7,301.0,0.875,1.1
VP-V003-202504,V003,Patel Alloys Pvt Ltd,2025-04-01,15,improving,0.918,0.967,0.938,8.86,0,0,0,0,0.75,67.1,169.0,,
VP-V004-202504,V004,Strömberg Hydraulics AB,2025-04-01,15,stable,1.043,1.0,0.894,9.36,3,2,2,2,0.929,72.8,285.0,1.0,0.0
VP-V005-202504,V005,Cerro Negro Metals SA,2025-04-01,15,stable,0.832,0.8,0.906,7.58,0,0,0,0,0.75,84.1,399.0,,
VP-V006-202504,V006,Bright Spark Electronics Ltd,2025-04-01,15,stable,0.982,0.167,0.705,7.13,9,6,6,6,0.609,79.0,360.0,0.667,5.3
VP-V007-202504,V007,Nakamura Tooling Co.,2025-04-01,15,stable,1.035,1.0,0.826,9.44,3,2,2,2,0.8,71.8,428.0,1.0,0.0
VP-V008-202504,V008,Delta Composites Inc.,2025-04-01,15,stable,0.882,0.796,0.766,7.69,0,0,0,0,0.625,89.9,402.0,,
VP-V009-202504,V009,Fischer & Söhne KG,2025-04-01,15,stable,1.039,0.667,0.863,8.76,3,3,3,3,0.824,68.2,301.0,1.0,0.0
VP-V010-202504,V010,Adriatic Fastenings d.o.o.,2025-04-01,15,stable,0.853,1.0,0.777,7.42,3,3,3,2,0.75,84.4,142.0,0.5,2.5
VP-V011-202504,V011,Solaris Power Components,2025-04-01,15,stable,0.968,0.833,0.664,7.16,9,6,6,6,0.63,84.0,497.0,0.833,1.5
VP-V012-202504,V012,Indra Copper Works,2025-04-01,15,improving,0.897,0.962,0.967,8.79,0,0,0,0,0.875,63.6,447.0,,
VP-V013-202504,V013,Vantage Sensors GmbH,2025-04-01,15,stable,1.009,1.0,0.844,8.47,9,9,9,9,0.848,72.3,187.0,1.0,0.0
VP-V014-202504,V014,Coastal Alloys Pty Ltd,2025-04-01,15,stable,0.95,0.822,0.716,7.97,0,0,0,0,0.5,78.2,272.0,,
VP-V015-202504,V015,Nordic Steel AS,2025-04-01,15,stable,1.011,0.89,0.906,9.0,0,0,0,0,0.875,70.8,260.0,,
VP-V016-202504,V016,Precision Arc Systems,2025-04-01,15,stable,0.918,0.6,0.638,6.9,9,5,5,5,0.587,86.6,447.0,0.6,8.8
VP-V017-202504,V017,Türk Makina A.Ş.,2025-04-01,15,stable,0.858,0.5,0.843,7.31,3,3,3,2,0.389,83.5,363.0,1.0,0.0
VP-V018-202504,V018,Guangzhou Mech & Elec Co.,2025-04-01,15,collapse,1.003,1.0,0.408,4.67,9,6,6,4,0.326,91.6,462.0,0.5,3.0
VP-V019-202504,V019,Emerald Isle Castings Ltd,2025-04-01,15,stable,1.015,1.0,0.858,8.86,2,2,2,2,0.588,63.4,399.0,1.0,0.0
VP-V020-202504,V020,Rajasthan Rare Earths Ltd,2025-04-01,15,improving,0.906,0.861,0.903,8.07,0,0,0,0,0.25,63.8,431.0,,
VP-V021-202504,V021,Helios Micro Systems,2025-04-01,15,new_proving,0.979,1.0,0.876,8.13,9,7,7,4,0.674,62.5,222.0,1.0,0.0
VP-V022-202504,V022,Andean Precision SRL,2025-04-01,15,new_proving,0.84,1.0,0.769,7.13,3,3,3,2,0.294,72.7,676.0,1.0,0.0
VP-V023-202504,V023,Sahara Industrial FZE,2025-04-01,15,new_proving,0.914,0.817,0.815,6.68,0,0,0,0,0.375,82.6,512.0,,
VP-V024-202504,V024,BalticTech UAB,2025-04-01,15,new_proving,0.994,0.94,0.927,7.88,3,3,3,0,0.4,66.0,215.0,,
VP-V001-202505,V001,Kovacs Precision GmbH,2025-05-01,16,declining,0.955,1.0,0.743,9.13,3,3,3,3,0.8,81.8,168.0,1.0,0.0
VP-V002-202505,V002,Tanaka Electrical KK,2025-05-01,16,stable,1.044,0.8,0.82,9.17,7,5,5,5,0.792,74.5,173.0,0.8,5.8
VP-V003-202505,V003,Patel Alloys Pvt Ltd,2025-05-01,16,improving,0.906,1.0,0.846,8.24,2,2,2,2,0.833,59.1,440.0,0.5,15.0
VP-V004-202505,V004,Strömberg Hydraulics AB,2025-05-01,16,stable,1.057,1.0,0.898,9.46,4,1,1,1,0.733,70.7,379.0,1.0,0.0
VP-V005-202505,V005,Cerro Negro Metals SA,2025-05-01,16,stable,0.841,0.782,0.81,7.65,2,1,1,0,0.5,92.4,344.0,,
VP-V006-202505,V006,Bright Spark Electronics Ltd,2025-05-01,16,stable,0.972,0.75,0.747,7.45,7,4,4,4,0.604,82.2,366.0,1.0,0.0
VP-V007-202505,V007,Nakamura Tooling Co.,2025-05-01,16,stable,1.022,1.0,0.856,9.09,4,4,4,4,0.824,76.8,377.0,0.75,1.5
VP-V008-202505,V008,Delta Composites Inc.,2025-05-01,16,stable,0.879,1.0,0.832,7.32,2,2,2,1,0.667,90.7,450.0,1.0,0.0
VP-V009-202505,V009,Fischer & Söhne KG,2025-05-01,16,stable,1.018,1.0,0.963,9.11,4,3,3,3,0.778,68.5,122.0,1.0,0.0
VP-V010-202505,V010,Adriatic Fastenings d.o.o.,2025-05-01,16,stable,0.863,0.5,0.772,7.53,4,3,3,2,0.667,83.7,387.0,0.0,17.0
VP-V011-202505,V011,Solaris Power Components,2025-05-01,16,stable,1.008,1.0,0.706,7.26,7,1,1,1,0.583,79.3,456.0,1.0,0.0
VP-V012-202505,V012,Indra Copper Works,2025-05-01,16,improving,0.89,1.0,0.844,8.95,2,2,2,2,1.0,62.9,146.0,0.5,2.5
VP-V013-202505,V013,Vantage Sensors GmbH,2025-05-01,16,stable,0.986,0.857,0.806,8.8,7,7,7,7,0.896,81.5,255.0,0.857,4.0
VP-V014-202505,V014,Coastal Alloys Pty Ltd,2025-05-01,16,stable,0.966,1.0,0.774,7.59,2,2,2,2,0.667,74.4,254.0,1.0,0.0
VP-V015-202505,V015,Nordic Steel AS,2025-05-01,16,stable,0.995,1.0,0.863,8.96,2,1,1,1,0.833,76.4,300.0,1.0,0.0
VP-V016-202505,V016,Precision Arc Systems,2025-05-01,16,stable,0.926,0.75,0.668,6.91,7,4,4,4,0.604,89.7,353.0,1.0,0.0
VP-V017-202505,V017,Türk Makina A.Ş.,2025-05-01,16,stable,0.862,0.5,0.844,7.53,3,2,2,2,0.444,83.0,425.0,1.0,0.0
VP-V018-202505,V018,Guangzhou Mech & Elec Co.,2025-05-01,16,collapse,1.008,0.333,0.303,4.51,7,3,3,3,0.312,87.3,664.0,1.0,0.0
VP-V019-202505,V019,Emerald Isle Castings Ltd,2025-05-01,16,stable,1.021,1.0,0.807,8.73,4,4,4,3,0.667,65.8,252.0,0.667,0.3
VP-V020-202505,V020,Rajasthan Rare Earths Ltd,2025-05-01,16,improving,0.882,1.0,0.843,8.4,2,2,2,1,0.167,70.3,308.0,1.0,0.0
VP-V021-202505,V021,Helios Micro Systems,2025-05-01,16,new_proving,0.969,1.0,0.872,8.12,7,7,7,7,0.708,64.7,338.0,0.714,1.4
VP-V022-202505,V022,Andean Precision SRL,2025-05-01,16,new_proving,0.855,0.856,0.848,7.34,2,2,2,0,0.294,77.2,432.0,,
VP-V023-202505,V023,Sahara Industrial FZE,2025-05-01,16,new_proving,0.917,1.0,0.817,7.02,2,2,2,1,0.333,84.3,271.0,1.0,0.0
VP-V024-202505,V024,BalticTech UAB,2025-05-01,16,new_proving,0.952,0.5,0.922,8.03,4,3,3,2,0.438,62.8,401.0,0.5,11.0
VP-V001-202506,V001,Kovacs Precision GmbH,2025-06-01,17,declining,0.942,0.8,0.723,8.99,6,6,6,5,0.842,65.5,410.0,1.0,0.0
VP-V002-202506,V002,Tanaka Electrical KK,2025-06-01,17,stable,1.014,0.714,0.847,8.88,7,7,7,7,0.822,80.6,156.0,0.571,1.3
VP-V003-202506,V003,Patel Alloys Pvt Ltd,2025-06-01,17,improving,0.915,1.0,0.956,8.66,1,1,1,1,1.0,66.6,266.0,1.0,0.0
VP-V004-202506,V004,Strömberg Hydraulics AB,2025-06-01,17,stable,1.04,0.6,0.855,9.15,6,6,6,5,0.75,75.5,253.0,0.8,1.4
VP-V005-202506,V005,Cerro Negro Metals SA,2025-06-01,17,stable,0.858,0.817,0.888,7.03,1,1,1,0,0.333,80.2,422.0,,
VP-V006-202506,V006,Bright Spark Electronics Ltd,2025-06-01,17,stable,0.96,0.6,0.735,7.05,7,5,5,5,0.6,91.5,477.0,1.0,0.0
VP-V007-202506,V007,Nakamura Tooling Co.,2025-06-01,17,stable,1.055,0.833,0.822,9.16,6,6,6,6,0.857,71.9,201.0,1.0,0.0
VP-V008-202506,V008,Delta Composites Inc.,2025-06-01,17,stable,0.871,0.748,0.795,7.49,1,1,1,0,0.5,85.5,387.0,,
VP-V009-202506,V009,Fischer & Söhne KG,2025-06-01,17,stable,1.02,0.5,0.801,8.78,5,5,5,4,0.81,65.7,176.0,0.25,7.5
VP-V010-202506,V010,Adriatic Fastenings d.o.o.,2025-06-01,17,stable,0.876,0.667,0.848,7.58,6,5,5,3,0.609,86.0,332.0,1.0,0.0
VP-V011-202506,V011,Solaris Power Components,2025-06-01,17,stable,0.984,0.667,0.635,6.85,7,6,6,6,0.622,92.0,371.0,0.667,3.7
VP-V012-202506,V012,Indra Copper Works,2025-06-01,17,improving,0.862,1.0,0.88,8.73,1,1,1,1,1.0,66.2,383.0,0.0,2.0
VP-V013-202506,V013,Vantage Sensors GmbH,2025-06-01,17,stable,1.006,1.0,0.824,8.35,7,5,5,5,0.889,70.4,277.0,0.8,1.4
VP-V014-202506,V014,Coastal Alloys Pty Ltd,2025-06-01,17,stable,0.942,1.0,0.792,7.94,1,1,1,1,0.667,73.9,365.0,0.0,6.0
VP-V015-202506,V015,Nordic Steel AS,2025-06-01,17,stable,0.995,1.0,0.911,8.9,1,1,1,1,0.833,71.2,349.0,1.0,0.0
VP-V016-202506,V016,Precision Arc Systems,2025-06-01,17,stable,0.935,0.667,0.678,6.91,7,3,3,3,0.556,83.7,406.0,0.667,2.0
VP-V017-202506,V017,Türk Makina A.Ş.,2025-06-01,17,stable,0.858,0.333,0.838,7.64,4,4,4,3,0.5,81.5,379.0,1.0,0.0
VP-V018-202506,V018,Guangzhou Mech & Elec Co.,2025-06-01,17,collapse,1.012,0.0,0.205,4.59,7,1,1,1,0.244,89.4,502.0,0.0,6.0
VP-V019-202506,V019,Emerald Isle Castings Ltd,2025-06-01,17,stable,1.023,1.0,0.832,8.56,5,5,5,3,0.667,71.7,182.0,0.667,1.3
VP-V020-202506,V020,Rajasthan Rare Earths Ltd,2025-06-01,17,improving,0.875,1.0,0.842,8.39,1,1,1,1,0.333,66.5,307.0,1.0,0.0
VP-V021-202506,V021,Helios Micro Systems,2025-06-01,17,new_proving,0.962,1.0,0.932,8.0,7,6,6,5,0.733,61.8,245.0,0.6,1.6
VP-V022-202506,V022,Andean Precision SRL,2025-06-01,17,new_proving,0.855,1.0,0.85,7.11,4,3,3,1,0.263,74.5,471.0,1.0,0.0
VP-V023-202506,V023,Sahara Industrial FZE,2025-06-01,17,new_proving,0.887,0.785,0.81,6.83,1,0,0,0,0.333,76.4,416.0,,
VP-V024-202506,V024,BalticTech UAB,2025-06-01,17,new_proving,0.967,0.927,0.947,8.2,6,6,6,0,0.3,61.0,202.0,,
